response_id,ad_id,year,brand,respondent_age,respondent_gender,quality_profile,ad_likeability,memorability,emotional_impact,brand_recall,purchase_intent,completion_time,attention_check,open_feedback,timestamp,feedback_length,rating_variance,attention_passed
R0934,AD_073,2003,Bud Light,18-24,Male,high_quality,5,5,4,2,2,130.20968029714095,Bud Light,Great execution by Bud Light. The ad was funny without being forced.,2025-11-22 16:58:48.310746,68,2.3,True
R0934,AD_143,2010,Hyundai,35-44,Male,high_quality,3,2,4,4,2,101.70413738322553,Hyundai,"Really enjoyed this Hyundai ad. Creative and memorable, would definitely share with friends.",2025-11-17 16:58:48.310746,92,1.0,True
R0934,AD_175,2018,Coca-Cola,18-24,Other,high_quality,2,5,4,2,3,167.44061446157923,Coca-Cola,The Coca-Cola commercial was entertaining and the brand message came through clearly.,2025-11-16 16:58:48.311771,85,1.7,True
R0934,AD_239,2014,NFL,18-24,Male,high_quality,3,5,4,3,4,90.78043582680309,NFL,The NFL commercial was entertaining and the brand message came through clearly.,2025-10-31 16:58:48.311771,79,0.7000000000000001,True
R0935,AD_111,2006,Budweiser,55+,Female,speeder,2,1,1,1,2,40.510742178905566,Toyota,fast,2025-11-15 16:58:48.312778,4,0.3,False
R0935,AD_118,2014,Kia,35-44,Male,speeder,4,3,2,4,3,37.369880188446224,Toyota,skipped,2025-11-13 16:58:48.312778,7,0.7,False
R0935,AD_069,2016,Coca-Cola,45-54,Male,speeder,3,1,1,5,3,42.12886995197528,Nike,whatever,2025-11-10 16:58:48.312778,8,2.8000000000000003,False
R0936,AD_155,2001,E-Trade,35-44,Female,straight_liner,3,3,3,3,3,61.620216231401045,Pepsi,good,2025-11-18 16:58:48.313780,4,0.0,False
R0936,AD_201,2014,Hyundai,45-54,Male,straight_liner,5,5,5,5,5,63.957622369363676,Toyota,good,2025-11-08 16:58:48.313780,4,0.0,False
R0936,AD_144,2004,Bud Light,18-24,Male,straight_liner,3,3,3,3,3,51.96450933609432,Toyota,fine,2025-11-15 16:58:48.313780,4,0.0,False
R0937,AD_157,2015,Doritos,25-34,Other,high_quality,5,3,4,2,3,131.66125345437416,Doritos,The Doritos commercial was entertaining and the brand message came through clearly.,2025-11-11 16:58:48.314790,83,1.2999999999999998,True
R0937,AD_169,2011,Hyundai,18-24,Female,high_quality,3,2,2,3,3,101.04455269764385,Hyundai,Great execution by Hyundai. The ad was funny without being forced.,2025-11-23 16:58:48.314790,66,0.3,True
R0937,AD_238,2001,Pepsi,25-34,Male,high_quality,5,4,4,4,3,141.53066426409637,Pepsi,Great execution by Pepsi. The ad was funny without being forced.,2025-11-15 16:58:48.314790,64,0.5,True
R0937,AD_139,2010,Doritos,25-34,Female,high_quality,5,5,3,2,2,156.34457630939355,Doritos,Great execution by Doritos. The ad was funny without being forced.,2025-11-26 16:58:48.314790,66,2.3,True
R0938,AD_036,2001,Budweiser,18-24,Other,straight_liner,5,5,5,5,5,52.726157052603156,Pepsi,nothing special,2025-11-21 16:58:48.317492,15,0.0,False
R0938,AD_080,2015,Budweiser,55+,Male,straight_liner,3,3,3,3,3,45.42346818502742,Toyota,ok,2025-11-24 16:58:48.317492,2,0.0,False
R0938,AD_175,2018,Coca-Cola,45-54,Male,straight_liner,1,1,1,1,1,63.10522038465547,Budweiser,meh,2025-11-07 16:58:48.317492,3,0.0,False
R0938,AD_217,2009,E-Trade,18-24,Female,straight_liner,5,5,5,5,5,55.080813903321406,Pepsi,good,2025-11-17 16:58:48.318496,4,0.0,False
R0938,AD_192,2003,Budweiser,35-44,Other,straight_liner,5,5,5,5,5,55.06760515998738,Toyota,meh,2025-11-22 16:58:48.318496,3,0.0,False
R0939,AD_238,2001,Pepsi,45-54,Female,straight_liner,1,1,1,1,1,72.43138604101082,Toyota,whatever,2025-11-23 16:58:48.319482,8,0.0,False
R0939,AD_113,2009,Coca-Cola,25-34,Female,straight_liner,1,1,1,1,1,73.42928525207417,Toyota,meh,2025-11-10 16:58:48.319482,3,0.0,False
R0939,AD_236,2007,Doritos,35-44,Other,straight_liner,3,3,3,3,3,73.71809185411296,Budweiser,idk,2025-11-17 16:58:48.319482,3,0.0,False
R0940,AD_201,2014,Hyundai,25-34,Female,high_quality,5,4,2,3,3,137.25229122233745,Hyundai,Loved the creativity in this Hyundai spot. It stood out and made me smile.,2025-11-25 16:58:48.320484,74,1.2999999999999998,True
R0940,AD_060,2016,Hyundai,25-34,Other,high_quality,5,5,2,4,4,135.16075730048163,Hyundai,The Hyundai commercial was entertaining and the brand message came through clearly.,2025-11-23 16:58:48.320484,83,1.5,True
R0940,AD_185,2007,Bud Light,25-34,Female,high_quality,5,5,3,4,3,106.92000568960069,Bud Light,Great execution by Bud Light. The ad was funny without being forced.,2025-11-14 16:58:48.321477,68,1.0,True
R0940,AD_222,2003,Pepsi,55+,Other,high_quality,5,5,2,4,2,110.25417534010509,Pepsi,Loved the creativity in this Pepsi spot. It stood out and made me smile.,2025-11-17 16:58:48.321477,72,2.3000000000000003,True
R0940,AD_087,2016,NFL,35-44,Other,high_quality,3,2,4,4,2,129.24262443983855,NFL,This NFL ad was well done. It held my attention and I'd consider the product.,2025-10-30 16:58:48.321477,77,1.0,True
R0941,AD_064,2007,Coca-Cola,35-44,Male,straight_liner,3,3,3,3,3,51.093698288551735,Toyota,fine,2025-11-19 16:58:48.322473,4,0.0,False
R0941,AD_070,2015,Budweiser,18-24,Male,straight_liner,5,5,5,5,5,72.46054525573823,Toyota,whatever,2025-11-21 16:58:48.322473,8,0.0,False
R0941,AD_111,2006,Budweiser,55+,Female,straight_liner,3,3,3,3,3,64.93417337119334,Budweiser,idk,2025-11-06 16:58:48.323502,3,0.0,True
R0941,AD_013,2002,Budweiser,18-24,Female,straight_liner,1,1,1,1,1,48.21609183863399,Toyota,meh,2025-11-23 16:58:48.323502,3,0.0,False
R0941,AD_108,2018,Bud Light,45-54,Other,straight_liner,1,1,1,1,1,73.4617121532142,Pepsi,whatever,2025-10-27 16:58:48.323502,8,0.0,False
R0942,AD_082,2017,Budweiser,45-54,Male,high_quality,2,4,4,2,3,154.09404236200422,Budweiser,The Budweiser commercial was entertaining and the brand message came through clearly.,2025-11-05 16:58:48.324471,85,1.0,True
R0942,AD_185,2007,Bud Light,18-24,Other,high_quality,5,5,4,4,3,123.07250282505346,Bud Light,The Bud Light commercial was entertaining and the brand message came through clearly.,2025-10-31 16:58:48.324471,85,0.7,True
R0942,AD_091,2013,Hyundai,25-34,Male,high_quality,5,5,4,4,2,138.76163577549346,Hyundai,Great execution by Hyundai. The ad was funny without being forced.,2025-11-08 16:58:48.325490,66,1.5,True
R0942,AD_055,2007,Bud Light,35-44,Female,high_quality,5,5,2,4,3,145.68517274965606,Bud Light,Great execution by Bud Light. The ad was funny without being forced.,2025-11-02 16:58:48.325490,68,1.7,True
R0943,AD_058,2009,Hyundai,18-24,Female,high_quality,5,5,2,4,4,63.84138743455507,Hyundai,Great execution by Hyundai. The ad was funny without being forced.,2025-11-11 16:58:48.326480,66,1.5,True
R0943,AD_014,2020,NFL,35-44,Female,high_quality,4,4,4,4,4,107.44846286053529,NFL,"Really enjoyed this NFL ad. Creative and memorable, would definitely share with friends.",2025-11-15 16:58:48.326480,88,0.0,True
R0943,AD_050,2007,Doritos,18-24,Female,high_quality,5,5,3,3,2,136.07757580563765,Doritos,"Really enjoyed this Doritos ad. Creative and memorable, would definitely share with friends.",2025-11-01 16:58:48.327501,92,1.8,True
R0943,AD_197,2006,Budweiser,18-24,Male,high_quality,5,5,4,3,4,126.22023019712057,Budweiser,This Budweiser ad was well done. It held my attention and I'd consider the product.,2025-11-19 16:58:48.327501,83,0.7,True
R0944,AD_142,2005,Bud Light,55+,Male,high_quality,5,5,2,4,3,106.26797074505244,Bud Light,Loved the creativity in this Bud Light spot. It stood out and made me smile.,2025-10-29 16:58:48.328478,76,1.7,True
R0944,AD_019,2020,Doritos,55+,Female,high_quality,5,5,4,4,3,92.841881092384,Doritos,Great execution by Doritos. The ad was funny without being forced.,2025-11-02 16:58:48.328478,66,0.7,True
R0944,AD_046,2007,E-Trade,25-34,Other,high_quality,5,2,4,3,2,123.27065856330708,E-Trade,This E-Trade ad was well done. It held my attention and I'd consider the product.,2025-11-02 16:58:48.328478,81,1.7,True
R0944,AD_131,2012,Toyota,25-34,Female,high_quality,5,5,3,4,4,143.36157980781698,Toyota,Great execution by Toyota. The ad was funny without being forced.,2025-11-05 16:58:48.328478,65,0.7,True
R0944,AD_100,2011,Hyundai,18-24,Other,high_quality,5,4,4,2,2,113.84655912100975,Hyundai,Great execution by Hyundai. The ad was funny without being forced.,2025-11-09 16:58:48.329478,66,1.7999999999999998,True
R0945,AD_129,2012,Pepsi,18-24,Male,straight_liner,5,5,5,5,5,47.88774804278914,Toyota,ok,2025-11-12 16:58:48.330507,2,0.0,False
R0945,AD_151,2010,Bud Light,18-24,Female,straight_liner,1,1,1,1,1,50.17569469027317,Budweiser,ok,2025-11-18 16:58:48.330507,2,0.0,False
R0945,AD_234,2016,Doritos,18-24,Other,straight_liner,3,3,3,3,3,56.258908523642965,Budweiser,ok,2025-11-26 16:58:48.330507,2,0.0,False
R0945,AD_216,2003,Budweiser,55+,Other,straight_liner,5,5,5,5,5,47.95620185919584,Budweiser,fine,2025-11-01 16:58:48.330507,4,0.0,True
R0945,AD_062,2010,Doritos,18-24,Other,straight_liner,5,5,5,5,5,52.08137717257722,Budweiser,idk,2025-11-03 16:58:48.331474,3,0.0,False
R0946,AD_082,2017,Budweiser,45-54,Other,straight_liner,1,1,1,1,1,71.44451530700793,Toyota,whatever,2025-11-06 16:58:48.332450,8,0.0,False
R0946,AD_113,2009,Coca-Cola,45-54,Male,straight_liner,1,1,1,1,1,57.33223920068077,Toyota,meh,2025-11-05 16:58:48.332450,3,0.0,False
R0946,AD_074,2000,Bud Light,18-24,Other,straight_liner,5,5,5,5,5,65.02693236177143,Pepsi,ok,2025-11-03 16:58:48.332450,2,0.0,False
R0947,AD_022,2019,Hyundai,45-54,Other,high_quality,5,4,4,4,4,110.47718758310216,Hyundai,Loved the creativity in this Hyundai spot. It stood out and made me smile.,2025-11-06 16:58:48.333485,74,0.19999999999999996,True
R0947,AD_035,2018,Doritos,45-54,Male,high_quality,5,5,2,4,2,112.08023323213109,Doritos,"Really enjoyed this Doritos ad. Creative and memorable, would definitely share with friends.",2025-11-15 16:58:48.333485,92,2.3000000000000003,True
R0947,AD_241,2001,Pepsi,35-44,Other,high_quality,5,4,2,4,2,101.83663448644538,Pepsi,Great execution by Pepsi. The ad was funny without being forced.,2025-10-28 16:58:48.334477,64,1.7999999999999998,True
R0947,AD_160,2012,Coca-Cola,18-24,Female,high_quality,2,5,3,4,3,87.63812366602006,Coca-Cola,"Really enjoyed this Coca-Cola ad. Creative and memorable, would definitely share with friends.",2025-11-01 16:58:48.334477,94,1.2999999999999998,True
R0948,AD_204,2015,Pepsi,55+,Female,high_quality,2,5,2,2,3,98.85031551231947,Pepsi,"Really enjoyed this Pepsi ad. Creative and memorable, would definitely share with friends.",2025-11-10 16:58:48.334477,90,1.7000000000000002,True
R0948,AD_101,2015,Kia,18-24,Other,high_quality,5,5,2,4,4,117.52752243201766,Kia,Loved the creativity in this Kia spot. It stood out and made me smile.,2025-11-01 16:58:48.334477,70,1.5,True
R0948,AD_202,2006,Pepsi,35-44,Female,high_quality,5,5,3,4,3,123.87577353470375,Pepsi,This Pepsi ad was well done. It held my attention and I'd consider the product.,2025-11-11 16:58:48.335396,79,1.0,True
R0948,AD_095,2009,Bud Light,45-54,Female,high_quality,5,5,3,3,2,96.20194279209282,Bud Light,This Bud Light ad was well done. It held my attention and I'd consider the product.,2025-11-21 16:58:48.335396,83,1.8,True
R0948,AD_230,2013,Hyundai,45-54,Male,high_quality,2,5,3,3,4,87.04226454379233,Hyundai,"Really enjoyed this Hyundai ad. Creative and memorable, would definitely share with friends.",2025-11-04 16:58:48.335396,92,1.2999999999999998,True
R0949,AD_125,2005,Bud Light,45-54,Male,high_quality,5,3,2,4,3,117.4354324902347,Bud Light,Great execution by Bud Light. The ad was funny without being forced.,2025-11-23 16:58:48.335396,68,1.2999999999999998,True
R0949,AD_083,2000,Budweiser,45-54,Female,high_quality,5,3,4,2,2,89.21471622120528,Budweiser,Loved the creativity in this Budweiser spot. It stood out and made me smile.,2025-11-15 16:58:48.335396,76,1.7,True
R0949,AD_085,2015,Doritos,45-54,Male,high_quality,5,5,4,2,4,106.09356346816298,Doritos,This Doritos ad was well done. It held my attention and I'd consider the product.,2025-11-11 16:58:48.335396,81,1.5,True
R0949,AD_169,2011,Hyundai,18-24,Male,high_quality,4,2,2,4,4,156.09435072138803,Hyundai,Loved the creativity in this Hyundai spot. It stood out and made me smile.,2025-11-05 16:58:48.335396,74,1.2,True
R0949,AD_150,2013,Doritos,18-24,Female,high_quality,5,5,3,3,3,120.45160012122955,Doritos,The Doritos commercial was entertaining and the brand message came through clearly.,2025-11-11 16:58:48.335396,83,1.2,True
R0950,AD_101,2015,Kia,25-34,Male,inconsistent,2,1,1,5,5,102.28761154153402,Kia,Didn't like it at all but would recommend to friends,2025-11-21 16:58:48.336481,52,4.2,True
R0950,AD_206,2009,Doritos,18-24,Female,inconsistent,1,2,1,4,5,127.57256791186734,Doritos,Terrible execution but made me want to purchase,2025-11-20 16:58:48.336481,47,3.3000000000000003,True
R0950,AD_008,2020,Hyundai,45-54,Female,inconsistent,2,1,2,5,5,143.23050763744791,Wrong Brand,Terrible execution but made me want to purchase,2025-11-08 16:58:48.336481,47,3.5,False
R0950,AD_020,2007,Bud Light,45-54,Male,inconsistent,1,2,1,4,4,120.63082914161416,Wrong Brand,Worst commercial ever but very memorable somehow,2025-11-11 16:58:48.336481,48,2.3,False
R0951,AD_145,2008,Bud Light,25-34,Female,high_quality,5,5,4,2,4,110.33370897438664,Bud Light,"Really enjoyed this Bud Light ad. Creative and memorable, would definitely share with friends.",2025-11-02 16:58:48.337476,94,1.5,True
R0951,AD_090,2008,Budweiser,25-34,Other,high_quality,2,5,4,4,4,101.78737852028293,Budweiser,"Really enjoyed this Budweiser ad. Creative and memorable, would definitely share with friends.",2025-11-05 16:58:48.337476,94,1.2000000000000002,True
R0951,AD_020,2007,Bud Light,45-54,Male,high_quality,5,5,3,3,4,104.26918558576266,Bud Light,The Bud Light commercial was entertaining and the brand message came through clearly.,2025-11-18 16:58:48.338405,85,1.0,True
R0951,AD_190,2003,Bud Light,35-44,Male,high_quality,5,5,3,4,4,98.52040832795636,Bud Light,The Bud Light commercial was entertaining and the brand message came through clearly.,2025-11-08 16:58:48.338405,85,0.7,True
R0951,AD_099,2012,Hyundai,55+,Female,high_quality,5,5,2,2,4,98.01637227461656,Hyundai,The Hyundai commercial was entertaining and the brand message came through clearly.,2025-11-18 16:58:48.338405,83,2.3000000000000003,True
R0952,AD_078,2016,Budweiser,25-34,Male,high_quality,2,5,4,4,2,93.38454464714953,Budweiser,Great execution by Budweiser. The ad was funny without being forced.,2025-11-04 16:58:48.339434,68,1.7999999999999998,True
R0952,AD_131,2012,Toyota,45-54,Other,high_quality,5,5,2,3,3,139.63654710688493,Toyota,Great execution by Toyota. The ad was funny without being forced.,2025-11-10 16:58:48.339434,65,1.8000000000000003,True
R0952,AD_211,2007,Bud Light,55+,Other,high_quality,5,5,3,4,3,101.52462690495511,Bud Light,Loved the creativity in this Bud Light spot. It stood out and made me smile.,2025-11-08 16:58:48.339434,76,1.0,True
R0952,AD_241,2001,Pepsi,55+,Other,high_quality,5,2,3,4,2,128.56070086117077,Pepsi,The Pepsi commercial was entertaining and the brand message came through clearly.,2025-11-23 16:58:48.339434,81,1.7,True
R0953,AD_130,2012,Doritos,35-44,Other,high_quality,5,3,3,3,3,100.86639178615712,Doritos,This Doritos ad was well done. It held my attention and I'd consider the product.,2025-11-03 16:58:48.340493,81,0.7999999999999998,True
R0953,AD_168,2019,Bud Light,55+,Other,high_quality,5,5,4,2,2,105.30593291520643,Bud Light,Great execution by Bud Light. The ad was funny without being forced.,2025-11-24 16:58:48.340493,68,2.3,True
R0953,AD_086,2004,Toyota,35-44,Female,high_quality,5,5,2,2,3,118.37730928811058,Toyota,The Toyota commercial was entertaining and the brand message came through clearly.,2025-10-31 16:58:48.342170,82,2.3,True
R0953,AD_129,2012,Pepsi,55+,Female,high_quality,3,5,3,4,3,91.23320915839253,Pepsi,The Pepsi commercial was entertaining and the brand message came through clearly.,2025-11-03 16:58:48.342170,81,0.8,True
R0954,AD_041,2018,Pepsi,55+,Female,bot_like,3,3,3,3,3,38.480537906626296,N/A,asdfgh,2025-11-20 16:58:48.343309,6,0.0,False
R0954,AD_068,2004,Budweiser,55+,Other,bot_like,3,3,3,3,3,47.71208541044997,N/A,The commercial exhibits standard industry practices.,2025-11-24 16:58:48.343309,52,0.0,False
R0954,AD_049,2013,Budweiser,25-34,Other,bot_like,3,3,3,3,3,49.77500972256306,N/A,This advertisement demonstrates acceptable marketing principles.,2025-11-14 16:58:48.343309,64,0.0,False
R0954,AD_079,2004,Budweiser,25-34,Other,bot_like,3,3,3,3,3,48.72963058555659,N/A,This advertisement demonstrates acceptable marketing principles.,2025-11-23 16:58:48.343309,64,0.0,False
R0955,AD_178,2018,E-Trade,18-24,Female,high_quality,5,2,4,3,3,138.63604381479917,E-Trade,Loved the creativity in this E-Trade spot. It stood out and made me smile.,2025-11-20 16:58:48.344318,74,1.2999999999999998,True
R0955,AD_027,2013,Hyundai,25-34,Male,high_quality,5,5,3,2,4,107.11735985512806,Hyundai,The Hyundai commercial was entertaining and the brand message came through clearly.,2025-11-13 16:58:48.344318,83,1.7,True
R0955,AD_090,2008,Budweiser,25-34,Male,high_quality,3,5,4,4,4,137.38075016991291,Budweiser,Loved the creativity in this Budweiser spot. It stood out and made me smile.,2025-11-18 16:58:48.344318,76,0.5,True
R0956,AD_214,2019,Bud Light,18-24,Female,inconsistent,1,1,2,4,5,92.19785783632679,Bud Light,Didn't like it at all but would recommend to friends,2025-11-10 16:58:48.345317,52,3.3000000000000003,True
R0956,AD_188,2002,Budweiser,55+,Male,inconsistent,2,2,1,4,4,136.5914951262958,Wrong Brand,Didn't like it at all but would recommend to friends,2025-11-03 16:58:48.345317,52,1.8,False
R0956,AD_241,2001,Pepsi,25-34,Male,inconsistent,2,2,1,5,5,103.06963545251935,Wrong Brand,Worst commercial ever but very memorable somehow,2025-11-16 16:58:48.345317,48,3.5,False
R0956,AD_104,2008,Hyundai,18-24,Other,inconsistent,2,2,2,4,4,123.45908800389674,Hyundai,Worst commercial ever but very memorable somehow,2025-11-04 16:58:48.345317,48,1.2,True
R0956,AD_105,2010,NFL,18-24,Male,inconsistent,2,1,2,5,5,101.27217713258389,Wrong Brand,Worst commercial ever but very memorable somehow,2025-11-03 16:58:48.346308,48,3.5,False
R0957,AD_000,2018,Toyota,25-34,Male,inconsistent,2,2,1,4,4,105.10134740993635,Wrong Brand,Terrible execution but made me want to purchase,2025-11-07 16:58:48.347302,47,1.8,False
R0957,AD_178,2018,E-Trade,35-44,Other,inconsistent,1,2,2,5,5,113.99656915127476,Wrong Brand,Didn't like it at all but would recommend to friends,2025-10-28 16:58:48.348319,52,3.5,False
R0957,AD_161,2011,Hyundai,55+,Other,inconsistent,1,1,2,5,4,133.7627872968214,Wrong Brand,Hated this Hyundai ad but would buy the product anyway,2025-11-13 16:58:48.348319,54,3.3000000000000003,False
R0957,AD_024,2011,Kia,18-24,Male,inconsistent,1,1,2,4,5,114.02760498593253,Wrong Brand,Terrible execution but made me want to purchase,2025-11-04 16:58:48.348319,47,3.3000000000000003,False
R0957,AD_053,2019,Bud Light,45-54,Other,inconsistent,1,2,1,4,5,98.1651261989879,Wrong Brand,Worst commercial ever but very memorable somehow,2025-11-06 16:58:48.348319,48,3.3000000000000003,False
R0958,AD_167,2008,Pepsi,35-44,Male,speeder,5,5,2,1,4,40.22955512492143,Apple,whatever,2025-11-21 16:58:48.350307,8,3.3,False
R0958,AD_101,2015,Kia,45-54,Female,speeder,3,1,1,5,1,40.203353615286886,Apple,didnt watch closely,2025-11-17 16:58:48.350307,19,3.2,False
R0958,AD_058,2009,Hyundai,35-44,Other,speeder,3,2,1,2,3,31.83219858279471,Toyota,didnt watch closely,2025-11-26 16:58:48.350307,19,0.7,False
R0959,AD_027,2013,Hyundai,45-54,Female,straight_liner,3,3,3,3,3,63.02768922768168,Toyota,good,2025-11-23 16:58:48.350307,4,0.0,False
R0959,AD_200,2007,Toyota,55+,Female,straight_liner,5,5,5,5,5,65.0492298012611,Budweiser,fine,2025-11-13 16:58:48.351339,4,0.0,False
R0959,AD_101,2015,Kia,18-24,Other,straight_liner,5,5,5,5,5,74.69080171152154,Pepsi,good,2025-11-17 16:58:48.351339,4,0.0,False
R0959,AD_068,2004,Budweiser,25-34,Other,straight_liner,5,5,5,5,5,59.84978385676884,Toyota,idk,2025-11-24 16:58:48.351339,3,0.0,False
R0959,AD_031,2016,Hyundai,45-54,Male,straight_liner,3,3,3,3,3,71.91764612328717,Pepsi,whatever,2025-11-06 16:58:48.351339,8,0.0,False
R0960,AD_078,2016,Budweiser,35-44,Male,high_quality,4,5,4,4,4,126.26519247993369,Budweiser,"Really enjoyed this Budweiser ad. Creative and memorable, would definitely share with friends.",2025-11-10 16:58:48.352302,94,0.19999999999999996,True
R0960,AD_240,2012,Budweiser,25-34,Female,high_quality,2,5,4,4,2,122.92669077060923,Budweiser,"Really enjoyed this Budweiser ad. Creative and memorable, would definitely share with friends.",2025-11-06 16:58:48.352302,94,1.7999999999999998,True
R0960,AD_177,2011,Pepsi,45-54,Female,high_quality,5,5,4,3,2,87.24657896663261,Pepsi,This Pepsi ad was well done. It held my attention and I'd consider the product.,2025-11-08 16:58:48.352302,79,1.7000000000000002,True
R0961,AD_003,2018,Hyundai,25-34,Male,high_quality,3,5,3,4,3,89.90387039300603,Hyundai,Great execution by Hyundai. The ad was funny without being forced.,2025-11-08 16:58:48.352302,66,0.8,True
R0961,AD_197,2006,Budweiser,45-54,Other,high_quality,5,5,2,2,4,132.20947449769525,Budweiser,Loved the creativity in this Budweiser spot. It stood out and made me smile.,2025-11-19 16:58:48.353308,76,2.3000000000000003,True
R0961,AD_008,2020,Hyundai,45-54,Male,high_quality,5,5,4,4,3,120.30834480548397,Hyundai,"Really enjoyed this Hyundai ad. Creative and memorable, would definitely share with friends.",2025-10-31 16:58:48.353308,92,0.7,True
R0962,AD_130,2012,Doritos,55+,Male,bot_like,3,3,3,3,3,51.002700237522156,N/A,This advertisement demonstrates acceptable marketing principles.,2025-10-31 16:58:48.355314,64,0.0,False
R0962,AD_056,2011,Bud Light,25-34,Female,bot_like,3,3,3,3,3,50.90667428846053,N/A,Product positioning shows baseline competency.,2025-11-18 16:58:48.355314,46,0.0,False
R0962,AD_013,2002,Budweiser,25-34,Female,bot_like,3,3,3,3,3,51.688920133875506,N/A,This advertisement demonstrates acceptable marketing principles.,2025-11-14 16:58:48.355314,64,0.0,False
R0963,AD_092,2010,Doritos,55+,Other,high_quality,5,5,2,3,3,160.90407768199364,Doritos,The Doritos commercial was entertaining and the brand message came through clearly.,2025-11-20 16:58:48.356307,83,1.8000000000000003,True
R0963,AD_187,2019,Kia,55+,Other,high_quality,4,2,4,2,3,139.38995112510594,Kia,The Kia commercial was entertaining and the brand message came through clearly.,2025-11-11 16:58:48.356307,79,1.0,True
R0963,AD_207,2006,Budweiser,55+,Female,high_quality,5,3,4,3,4,124.04187847091036,Budweiser,"Really enjoyed this Budweiser ad. Creative and memorable, would definitely share with friends.",2025-11-10 16:58:48.356307,94,0.7000000000000001,True
R0963,AD_235,2008,Bud Light,35-44,Female,high_quality,5,5,2,3,2,125.65620235091598,Bud Light,This Bud Light ad was well done. It held my attention and I'd consider the product.,2025-11-21 16:58:48.356307,83,2.3,True
R0964,AD_028,2019,NFL,25-34,Other,inconsistent,2,2,1,5,5,146.6265971751014,Wrong Brand,Hated this NFL ad but would buy the product anyway,2025-11-08 16:58:48.358302,50,3.5,False
R0964,AD_049,2013,Budweiser,25-34,Other,inconsistent,2,2,2,4,4,141.71812952193443,Budweiser,Terrible execution but made me want to purchase,2025-11-17 16:58:48.358302,47,1.2,True
R0964,AD_227,2002,Bud Light,35-44,Other,inconsistent,1,2,2,5,4,109.6055496675652,Wrong Brand,Hated this Bud Light ad but would buy the product anyway,2025-11-01 16:58:48.358302,56,2.7,False
R0964,AD_127,2014,Doritos,25-34,Male,inconsistent,1,2,2,4,5,122.96687522070125,Wrong Brand,Didn't like it at all but would recommend to friends,2025-11-17 16:58:48.358302,52,2.7,False
R0965,AD_132,2016,Doritos,45-54,Other,straight_liner,3,3,3,3,3,66.89177526768758,Toyota,nothing special,2025-11-13 16:58:48.359305,15,0.0,False
R0965,AD_182,2014,Coca-Cola,55+,Other,straight_liner,5,5,5,5,5,58.4992163454837,Pepsi,nothing special,2025-11-26 16:58:48.360286,15,0.0,False
R0965,AD_136,2008,Bud Light,18-24,Female,straight_liner,5,5,5,5,5,57.257490165709605,Toyota,good,2025-10-30 16:58:48.361309,4,0.0,False
R0965,AD_233,2001,Doritos,45-54,Other,straight_liner,1,1,1,1,1,70.89871150252301,Budweiser,whatever,2025-11-18 16:58:48.361309,8,0.0,False
R0965,AD_173,2013,Budweiser,18-24,Male,straight_liner,1,1,1,1,1,63.63676438636662,Budweiser,whatever,2025-11-10 16:58:48.361309,8,0.0,True
R0966,AD_075,2018,Coca-Cola,45-54,Male,speeder,3,4,4,3,4,41.330119141378695,Nike,fast,2025-11-16 16:58:48.363232,4,0.3,False
R0966,AD_118,2014,Kia,35-44,Male,speeder,5,5,4,1,1,27.000927327179507,Nike,boring,2025-11-05 16:58:48.363232,6,4.2,False
R0966,AD_176,2003,Bud Light,55+,Other,speeder,2,2,3,2,3,32.265561094087886,Apple,fast,2025-11-13 16:58:48.363232,4,0.3,False
R0966,AD_109,2004,Bud Light,35-44,Male,speeder,3,3,1,3,4,37.358706171126755,Nike,fast,2025-11-08 16:58:48.363232,4,1.2,False
R0967,AD_131,2012,Toyota,35-44,Male,high_quality,5,5,2,4,4,125.32769119788013,Toyota,Loved the creativity in this Toyota spot. It stood out and made me smile.,2025-10-29 16:58:48.365302,73,1.5,True
R0967,AD_237,2001,NFL,55+,Female,high_quality,2,3,4,4,4,78.72015730761632,NFL,This NFL ad was well done. It held my attention and I'd consider the product.,2025-11-21 16:58:48.365302,77,0.7999999999999999,True
R0967,AD_219,2004,Budweiser,45-54,Male,high_quality,5,3,2,4,2,122.98242124325176,Budweiser,Loved the creativity in this Budweiser spot. It stood out and made me smile.,2025-11-25 16:58:48.365302,76,1.7,True
R0968,AD_085,2015,Doritos,55+,Female,high_quality,5,5,4,4,3,158.6335830862334,Doritos,Great execution by Doritos. The ad was funny without being forced.,2025-11-03 16:58:48.367316,66,0.7,True
R0968,AD_088,2017,Hyundai,45-54,Female,high_quality,4,2,4,4,3,114.18391310396643,Hyundai,The Hyundai commercial was entertaining and the brand message came through clearly.,2025-11-10 16:58:48.367316,83,0.7999999999999999,True
R0968,AD_158,2010,Kia,55+,Male,high_quality,5,5,4,3,4,128.77711251715945,Kia,"Really enjoyed this Kia ad. Creative and memorable, would definitely share with friends.",2025-11-05 16:58:48.367316,88,0.7,True
R0968,AD_180,2008,Coca-Cola,35-44,Other,high_quality,5,5,3,4,2,117.91923493403,Coca-Cola,"Really enjoyed this Coca-Cola ad. Creative and memorable, would definitely share with friends.",2025-11-03 16:58:48.367316,94,1.7000000000000002,True
R0968,AD_021,2020,Pepsi,18-24,Male,high_quality,2,5,3,4,4,149.00635177936493,Pepsi,This Pepsi ad was well done. It held my attention and I'd consider the product.,2025-11-14 16:58:48.367316,79,1.3000000000000003,True
